ATTRIBUTE,SYSTEM_NAME,SUBSYSTEM_NAME,CLASS_NAME,SUBCLASS_NAME,SPLIT_CLASS_NAME,SPLIT_SUBCLASS_NAME,WATER_REGIME_NAME,WATER_REGIME_SUBGROUP,FIRST_MODIFIER_NAME,FIRST_MODIFIER_GROUP,FIRST_MODIFIER_SUBGROUP,SECOND_MODIFIER_NAME,SECOND_MODIFIER_GROUP,SECOND_MODIFIER_SUBGROUP
E2EM1Ns,Estuarine,Intertidal,Emergent,Persistent,,,Regularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2EM1Nx,Estuarine,Intertidal,Emergent,Persistent,,,Regularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2EM1Nx6,Estuarine,Intertidal,Emergent,Persistent,,,Regularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM1P,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM1P4,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Polyhaline,Water Chemistry,Coastal Halinity,,,
E2EM1P5,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Mesohaline,Water Chemistry,Coastal Halinity,,,
E2EM1P6,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2EM1Pb,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Beaver,Special Modifier,,,,
E2EM1Pd,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2EM1Pd5,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,Mesohaline,Water Chemistry,Coastal Halinity
E2EM1Pd6,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM1Ph,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,,,
E2EM1Ph6,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM1Pr,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Artificial Substrate,Special Modifier,,,,
E2EM1Ps,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2EM1Ps4,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,Polyhaline,Water Chemistry,Coastal Halinity
E2EM1Ps5,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,Mesohaline,Water Chemistry,Coastal Halinity
E2EM1Ps6,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM1Px,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2EM1Px6,Estuarine,Intertidal,Emergent,Persistent,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM2/USP,Estuarine,Intertidal,Emergent,Non persistent,Unconsolidated Shore,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM2N,Estuarine,Intertidal,Emergent,Non persistent,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2EM2N6,Estuarine,Intertidal,Emergent,Non persistent,,,Regularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2EM2Nh6,Estuarine,Intertidal,Emergent,Non persistent,,,Regularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM2P,Estuarine,Intertidal,Emergent,Non persistent,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM5/1P,Estuarine,Intertidal,Emergent,Phragmites australis,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM5/1P6,Estuarine,Intertidal,Emergent,Phragmites australis,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2EM5/1Pd,Estuarine,Intertidal,Emergent,Phragmites australis,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2EM5/1Pd6,Estuarine,Intertidal,Emergent,Phragmites australis,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM5/1Ps,Estuarine,Intertidal,Emergent,Phragmites australis,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2EM5/SS1P,Estuarine,Intertidal,Emergent,Phragmites australis,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM5/SS1P6,Estuarine,Intertidal,Emergent,Phragmites australis,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2EM5/SS1Pd,Estuarine,Intertidal,Emergent,Phragmites australis,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2EM5/SS4P,Estuarine,Intertidal,Emergent,Phragmites australis,Scrub-Shrub,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM5/SS4P6,Estuarine,Intertidal,Emergent,Phragmites australis,Scrub-Shrub,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2EM5/SS4Pd,Estuarine,Intertidal,Emergent,Phragmites australis,Scrub-Shrub,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2EM5/US2P,Estuarine,Intertidal,Emergent,Phragmites australis,Unconsolidated Shore,Sand,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM5/US2Ps,Estuarine,Intertidal,Emergent,Phragmites australis,Unconsolidated Shore,Sand,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2EM5P,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2EM5P6,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2EM5Pd,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2EM5Pd6,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM5Ph,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,,,
E2EM5Ph6,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM5Ps,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2EM5Ps6,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2EM5Px,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2EM5Px6,Estuarine,Intertidal,Emergent,Phragmites australis,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2FO/EM1P,Estuarine,Intertidal,Forested,,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO1/3P,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO1/4P,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO1/4Ps,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2FO1/EM1P,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO1/EM1P6,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO1/SS1P,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO1/SS1P6,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO1P,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO1P6,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,,,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO1Pd,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO1Ph6,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,,,Irregularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2FO1Ps,Estuarine,Intertidal,Forested,Broad-Leaved Deciduous,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2FO3/1P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Forested,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/4P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/4Pd,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO3/4Ps,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2FO3/5N,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Forested,Dead,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3/5P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Forested,Dead,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/EM1N,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Emergent,Persistent,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3/EM1P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/EM1Pd,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO3/SS1P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/SS3N,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3/SS3Nd,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Regularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO3/SS3P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/SS3Pd,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO3/SS4P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/SS5P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Scrub-Shrub,Dead,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/US2N,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Unconsolidated Shore,Sand,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3/US2P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Unconsolidated Shore,Sand,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/US3N,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Unconsolidated Shore,Mud,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3/US3P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Unconsolidated Shore,Mud,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3/USN,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Unconsolidated Shore,,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3/USP,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,Unconsolidated Shore,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3N,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO3N2,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Regularly Flooded,Saltwater Tidal,Euthaline/Eusaline,Water Chemistry,Coastal Halinity/Inland Salinity,,,
E2FO3N6,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Regularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO3Nd,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Regularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO3Nx,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Regularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2FO3P,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO3P6,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO3Pd,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO3Ps,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2FO3Px,Estuarine,Intertidal,Forested,Broad-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2FO4/1P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Forested,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/1Ps,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Forested,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2FO4/3P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Forested,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/5P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Forested,Dead,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/EM1P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/EM1P6,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO4/EM1Pd,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO4/EM1Pd6,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2FO4/SS1P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/SS1P6,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO4/SS3P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/SS3P6,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO4/SS3Pd,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO4/SS4P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4/SS5P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,Scrub-Shrub,Dead,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4P,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO4P6,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO4Pd,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO4Pd6,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,Oligohaline,Water Chemistry,Coastal Halinity
E2FO4Pg,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Organic,Soil,,,,
E2FO4Ps,Estuarine,Intertidal,Forested,Needle-Leaved Evergreen,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2FO5/1P,Estuarine,Intertidal,Forested,Dead,Forested,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO5/3P,Estuarine,Intertidal,Forested,Dead,Forested,Broad-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO5/4P,Estuarine,Intertidal,Forested,Dead,Forested,Needle-Leaved Evergreen,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO5/EM1N,Estuarine,Intertidal,Forested,Dead,Emergent,Persistent,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO5/EM1P,Estuarine,Intertidal,Forested,Dead,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO5/EM1Pd,Estuarine,Intertidal,Forested,Dead,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO5/SS1P,Estuarine,Intertidal,Forested,Dead,Scrub-Shrub,Broad-Leaved Deciduous,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO5/USN,Estuarine,Intertidal,Forested,Dead,Unconsolidated Shore,,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO5M,Estuarine,Intertidal,Forested,Dead,,,Irregularly Exposed,Saltwater Tidal,,,,,,
E2FO5M5,Estuarine,Intertidal,Forested,Dead,,,Irregularly Exposed,Saltwater Tidal,Mesohaline,Water Chemistry,Coastal Halinity,,,
E2FO5M6,Estuarine,Intertidal,Forested,Dead,,,Irregularly Exposed,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO5N,Estuarine,Intertidal,Forested,Dead,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2FO5N5,Estuarine,Intertidal,Forested,Dead,,,Regularly Flooded,Saltwater Tidal,Mesohaline,Water Chemistry,Coastal Halinity,,,
E2FO5N6,Estuarine,Intertidal,Forested,Dead,,,Regularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO5P,Estuarine,Intertidal,Forested,Dead,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FO5P6,Estuarine,Intertidal,Forested,Dead,,,Irregularly Flooded,Saltwater Tidal,Oligohaline,Water Chemistry,Coastal Halinity,,,
E2FO5Pd,Estuarine,Intertidal,Forested,Dead,,,Irregularly Flooded,Saltwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
E2FO7P,Estuarine,Intertidal,Forested,Evergreen,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FOP,Estuarine,Intertidal,Forested,,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2FOPx,Estuarine,Intertidal,Forested,,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2RF2/US2N,Estuarine,Intertidal,Reef,Mollusk,Unconsolidated Shore,Sand,Regularly Flooded,Saltwater Tidal,,,,,,
E2RF2M,Estuarine,Intertidal,Reef,Mollusk,,,Irregularly Exposed,Saltwater Tidal,,,,,,
E2RF2N,Estuarine,Intertidal,Reef,Mollusk,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2RF2Nr,Estuarine,Intertidal,Reef,Mollusk,,,Regularly Flooded,Saltwater Tidal,Artificial Substrate,Special Modifier,,,,
E2RFM,Estuarine,Intertidal,Reef,,,,Irregularly Exposed,Saltwater Tidal,,,,,,
E2RFN,Estuarine,Intertidal,Reef,,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS/AB1M,Estuarine,Intertidal,Rocky Shore,,Aquatic Bed,Algal,Irregularly Exposed,Saltwater Tidal,,,,,,
E2RS/AB1N,Estuarine,Intertidal,Rocky Shore,,Aquatic Bed,Algal,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS/ABN,Estuarine,Intertidal,Rocky Shore,,Aquatic Bed,,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS/EM1N,Estuarine,Intertidal,Rocky Shore,,Emergent,Persistent,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS1/AB1N,Estuarine,Intertidal,Rocky Shore,Bedrock,Aquatic Bed,Algal,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS1/EM1P,Estuarine,Intertidal,Rocky Shore,Bedrock,Emergent,Persistent,Irregularly Flooded,Saltwater Tidal,,,,,,
E2RS1N,Estuarine,Intertidal,Rocky Shore,Bedrock,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS1P,Estuarine,Intertidal,Rocky Shore,Bedrock,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2RS2/AB1N,Estuarine,Intertidal,Rocky Shore,Rubble,Aquatic Bed,Algal,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS2M,Estuarine,Intertidal,Rocky Shore,Rubble,,,Irregularly Exposed,Saltwater Tidal,,,,,,
E2RS2N,Estuarine,Intertidal,Rocky Shore,Rubble,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2RS2Nr,Estuarine,Intertidal,Rocky Shore,Rubble,,,Regularly Flooded,Saltwater Tidal,Artificial Substrate,Special Modifier,,,,
E2RS2P,Estuarine,Intertidal,Rocky Shore,Rubble,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2RS2Pr,Estuarine,Intertidal,Rocky Shore,Rubble,,,Irregularly Flooded,Saltwater Tidal,Artificial Substrate,Special Modifier,,,,
E2RSM,Estuarine,Intertidal,Rocky Shore,,,,Irregularly Exposed,Saltwater Tidal,,,,,,
E2RSN,Estuarine,Intertidal,Rocky Shore,,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2RSNr,Estuarine,Intertidal,Rocky Shore,,,,Regularly Flooded,Saltwater Tidal,Artificial Substrate,Special Modifier,,,,
E2RSNs,Estuarine,Intertidal,Rocky Shore,,,,Regularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2RSNx,Estuarine,Intertidal,Rocky Shore,,,,Regularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2RSP,Estuarine,Intertidal,Rocky Shore,,,,Irregularly Flooded,Saltwater Tidal,,,,,,
E2RSPr,Estuarine,Intertidal,Rocky Shore,,,,Irregularly Flooded,Saltwater Tidal,Artificial Substrate,Special Modifier,,,,
E2RSPs,Estuarine,Intertidal,Rocky Shore,,,,Irregularly Flooded,Saltwater Tidal,Spoil,Special Modifier,,,,
E2RSPx,Estuarine,Intertidal,Rocky Shore,,,,Irregularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2SB2N,Estuarine,Intertidal,Streambed,Rubble,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2SB3N,Estuarine,Intertidal,Streambed,Cobble-Gravel,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2SB5N,Estuarine,Intertidal,Streambed,Mud,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2SBM,Estuarine,Intertidal,Streambed,,,,Irregularly Exposed,Saltwater Tidal,,,,,,
E2SBMh,Estuarine,Intertidal,Streambed,,,,Irregularly Exposed,Saltwater Tidal,Diked/Impounded,Special Modifier,,,,
E2SBMx,Estuarine,Intertidal,Streambed,,,,Irregularly Exposed,Saltwater Tidal,Excavated,Special Modifier,,,,
E2SBN,Estuarine,Intertidal,Streambed,,,,Regularly Flooded,Saltwater Tidal,,,,,,
E2SBNh,Estuarine,Intertidal,Streambed,,,,Regularly Flooded,Saltwater Tidal,Diked/Impounded,Special Modifier,,,,
E2SBNx,Estuarine,Intertidal,Streambed,,,,Regularly Flooded,Saltwater Tidal,Excavated,Special Modifier,,,,
E2SBP,Estuarine,Intertidal,Streambed,,,,Irregularly Flooded,Saltwater Tidal,,,,,,
